學年別,縣市別,總計學生數計,總計學生數男,總計學生數女,總計1年級計,總計1年級男,總計1年級女,總計2年級計,總計2年級男,總計2年級女,總計3年級計,總計3年級男,總計3年級女,總計4年級計,總計4年級男,總計4年級女,總計延修生計,總計延修生男,總計延修生女,總計上學年畢業生數計,總計上學年畢業生數男,總計上學年畢業生數女,國立學生數計,國立學生數男,國立學生數女,國立1年級計,國立1年級男,國立1年級女,國立2年級計,國立2年級男,國立2年級女,國立3年級計,國立3年級男,國立3年級女,國立4年級計,國立4年級男,國立4年級女,國立延修生計,國立延修生男,國立延修生女,國立上學年畢業生數計,國立上學年畢業生數男,國立上學年畢業生數女,直轄市立學生數計,直轄市立學生數男,直轄市立學生數女,直轄市立1年級計,直轄市立1年級男,直轄市立1年級女,直轄市立2年級計,直轄市立2年級男,直轄市立2年級女,直轄市立3年級計,直轄市立3年級男,直轄市立3年級女,直轄市立4年級計,直轄市立4年級男,直轄市立4年級女,直轄市立延修生計,直轄市立延修生男,直轄市立延修生女,直轄市立上學年畢業生數計,直轄市立上學年畢業生數男,直轄市立上學年畢業生數女,縣市立學生數計,縣市立學生數男,縣市立學生數女,縣市立1年級計,縣市立1年級男,縣市立1年級女,縣市立2年級計,縣市立2年級男,縣市立2年級女,縣市立3年級計,縣市立3年級男,縣市立3年級女,縣市立4年級計,縣市立4年級男,縣市立4年級女,縣市立延修生計,縣市立延修生男,縣市立延修生女,縣市立上學年畢業生數計,縣市立上學年畢業生數男,縣市立上學年畢業生數女,私立學生數計,私立學生數男,私立學生數女,私立1年級計,私立1年級男,私立1年級女,私立2年級計,私立2年級男,私立2年級女,私立3年級計,私立3年級男,私立3年級女,私立4年級計,私立4年級男,私立4年級女,私立延修生計,私立延修生男,私立延修生女,私立上學年畢業生數計,私立上學年畢業生數男,私立上學年畢業生數女
98學年,花蓮縣,5462,3173,2289,2033,1212,821,1711,981,730,1601,898,703,-,-,-,117,82,35,1476,828,648,3976,2205,1771,1392,790,602,1284,705,579,1247,664,583,-,-,-,53,46,7,1160,632,528,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1486,968,518,641,422,219,427,276,151,354,234,120,-,-,-,64,36,28,316,196,120
98學年,澎湖縣,1753,988,765,656,374,282,561,320,241,521,282,239,-,-,-,15,12,3,487,272,215,1753,988,765,656,374,282,561,320,241,521,282,239,-,-,-,15,12,3,487,272,215,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
98學年,基隆市,8811,4497,4314,3196,1579,1617,2880,1436,1444,2553,1335,1218,-,-,-,182,147,35,2360,1180,1180,2939,1245,1694,1042,435,607,1037,430,607,808,346,462,-,-,-,52,34,18,734,295,439,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5872,3252,2620,2154,1144,1010,1843,1006,837,1745,989,756,-,-,-,130,113,17,1626,885,741
98學年,新竹市,4655,2070,2585,1663,742,921,1565,701,864,1413,614,799,-,-,-,14,13,1,1355,574,781,1781,954,827,602,325,277,596,313,283,569,303,266,-,-,-,14,13,1,548,295,253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2874,1116,1758,1061,417,644,969,388,581,844,311,533,-,-,-,-,-,-,807,279,528
98學年,臺中市,19098,9701,9397,6931,3414,3517,6665,3092,3573,5493,3187,2306,-,-,-,9,8,1,5507,3034,2473,6705,3891,2814,2263,1309,954,2224,1251,973,2218,1331,887,-,-,-,-,-,-,2185,1211,974,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12393,5810,6583,4668,2105,2563,4441,1841,2600,3275,1856,1419,-,-,-,9,8,1,3322,1823,1499
98學年,嘉義市,9076,3828,5248,3177,1389,1788,3125,1292,1833,2774,1147,1627,-,-,-,-,-,-,2684,1134,1550,4717,1764,2953,1582,648,934,1567,558,1009,1568,558,1010,-,-,-,-,-,-,1552,598,954,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4359,2064,2295,1595,741,854,1558,734,824,1206,589,617,-,-,-,-,-,-,1132,536,596
98學年,臺南市,14152,6905,7247,5209,2537,2672,4780,2334,2446,4161,2034,2127,-,-,-,2,-,2,4373,2063,2310,3349,857,2492,1123,316,807,1127,261,866,1099,280,819,-,-,-,-,-,-,1081,271,810,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10803,6048,4755,4086,2221,1865,3653,2073,1580,3062,1754,1308,-,-,-,2,-,2,3292,1792,1500
98學年,金門縣,1083,642,441,378,239,139,370,213,157,331,188,143,-,-,-,4,2,2,271,138,133,1083,642,441,378,239,139,370,213,157,331,188,143,-,-,-,4,2,2,271,138,133,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
98學年,連江縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
97學年,總計,346563,193827,152736,126471,71028,55443,111367,62314,49053,105542,58395,47147,1029,521,508,2154,1569,585,102190,55649,46541,102292,59181,43111,35121,20200,14921,33670,19513,14157,32632,18797,13835,-,-,-,869,671,198,31312,17688,13624,25241,16145,9096,8466,5493,2973,8160,5259,2901,7808,4928,2880,676,345,331,131,120,11,7415,4594,2821,2177,688,1489,738,242,496,730,233,497,709,213,496,-,-,-,-,-,-,682,200,482,216853,117813,99040,82146,45093,37053,68807,37309,31498,64393,34457,29936,353,176,177,1154,778,376,62781,33167,29614
97學年,臺北市,46134,25936,20198,16342,9380,6962,14712,8250,6462,13944,7708,6236,855,416,439,281,182,99,13816,7349,6467,391,123,268,148,51,97,132,38,94,105,31,74,-,-,-,6,3,3,126,32,94,17129,11445,5684,5731,3900,1831,5489,3720,1769,5211,3460,1751,676,345,331,22,20,2,5002,3234,1768,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28614,14368,14246,10463,5429,5034,9091,4492,4599,8628,4217,4411,179,71,108,253,159,94,8688,4083,4605
97學年,高雄市,26248,13407,12841,9508,4902,4606,8654,4374,4280,7856,3959,3897,-,-,-,230,172,58,7399,3591,3808,138,98,40,-,-,-,65,42,23,73,56,17,-,-,-,-,-,-,75,51,24,8112,4700,3412,2735,1593,1142,2671,1539,1132,2597,1468,1129,-,-,-,109,100,9,2413,1360,1053,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17998,8609,9389,6773,3309,3464,5918,2793,3125,5186,2435,2751,-,-,-,121,72,49,4911,2180,2731
97學年,臺北縣,44805,23980,20825,16540,9013,7527,14424,7589,6835,13231,6968,6263,174,105,69,436,305,131,12207,6163,6044,8304,5742,2562,2905,1988,917,2680,1845,835,2605,1808,797,-,-,-,114,101,13,2324,1581,743,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2177,688,1489,738,242,496,730,233,497,709,213,496,-,-,-,-,-,-,682,200,482,34324,17550,16774,12897,6783,6114,11014,5511,5503,9917,4947,4970,174,105,69,322,204,118,9201,4382,4819
97學年,宜蘭縣,5292,3211,2081,1856,1152,704,1739,1062,677,1675,982,693,-,-,-,22,15,7,1594,927,667,5292,3211,2081,1856,1152,704,1739,1062,677,1675,982,693,-,-,-,22,15,7,1594,927,667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
97學年,桃園縣,31057,16946,14111,11028,6081,4947,10389,5652,4737,9631,5205,4426,-,-,-,9,8,1,9171,4849,4322,5746,3053,2693,2036,1091,945,1964,1053,911,1744,907,837,-,-,-,2,2,-,1686,822,864,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25311,13893,11418,8992,4990,4002,8425,4599,3826,7887,4298,3589,-,-,-,7,6,1,7485,4027,3458
97學年,新竹縣,5863,3643,2220,2141,1347,794,1883,1159,724,1820,1118,702,-,-,-,19,19,-,1600,988,612,731,336,395,267,127,140,231,108,123,233,101,132,-,-,-,-,-,-,223,97,126,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5132,3307,1825,1874,1220,654,1652,1051,601,1587,1017,570,-,-,-,19,19,-,1377,891,486
97學年,苗栗縣,7859,4535,3324,2837,1597,1240,2509,1484,1025,2475,1425,1050,-,-,-,38,29,9,2296,1273,1023,3921,2220,1701,1345,735,610,1304,768,536,1261,709,552,-,-,-,11,8,3,1197,642,555,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3938,2315,1623,1492,862,630,1205,716,489,1214,716,498,-,-,-,27,21,6,1099,631,468
97學年,臺中縣,28989,17140,11849,10305,6128,4177,9500,5643,3857,9127,5320,3807,-,-,-,57,49,8,8561,4943,3618,7763,5299,2464,2618,1774,844,2603,1788,815,2518,1716,802,-,-,-,24,21,3,2457,1707,750,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21226,11841,9385,7687,4354,3333,6897,3855,3042,6609,3604,3005,-,-,-,33,28,5,6104,3236,2868
97學年,彰化縣,22932,12813,10119,8656,4974,3682,7310,4109,3201,6940,3716,3224,-,-,-,26,14,12,7016,3869,3147,11650,6515,5135,3980,2230,1750,3810,2148,1662,3834,2123,1711,-,-,-,26,14,12,3802,2147,1655,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11282,6298,4984,4676,2744,1932,3500,1961,1539,3106,1593,1513,-,-,-,-,-,-,3214,1722,1492
97學年,南投縣,6389,3238,3151,2268,1160,1108,1997,991,1006,2025,1034,991,-,-,-,99,53,46,1923,933,990,4725,2334,2391,1533,734,799,1510,739,771,1671,851,820,-,-,-,11,10,1,1546,754,792,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1664,904,760,735,426,309,487,252,235,354,183,171,-,-,-,88,43,45,377,179,198
97學年,雲林縣,10094,6170,3924,3602,2177,1425,3310,2005,1305,3096,1924,1172,-,-,-,86,64,22,3061,1914,1147,5359,3112,2247,1833,1040,793,1787,1014,773,1653,994,659,-,-,-,86,64,22,1647,980,667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4735,3058,1677,1769,1137,632,1523,991,532,1443,930,513,-,-,-,-,-,-,1414,934,480
97學年,嘉義縣,7552,4904,2648,2856,1888,968,2360,1528,832,2336,1488,848,-,-,-,-,-,-,2348,1513,835,1845,1527,318,643,531,112,578,478,100,624,518,106,-,-,-,-,-,-,639,534,105,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5707,3377,2330,2213,1357,856,1782,1050,732,1712,970,742,-,-,-,-,-,-,1709,979,730
97學年,臺南縣,11504,7808,3696,4074,2760,1314,3733,2528,1205,3688,2512,1176,-,-,-,9,8,1,3734,2460,1274,8191,5807,2384,2766,1962,804,2795,1982,813,2621,1855,766,-,-,-,9,8,1,2567,1759,808,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3313,2001,1312,1308,798,510,938,546,392,1067,657,410,-,-,-,-,-,-,1167,701,466
97學年,高雄縣,17716,11229,6487,6694,4272,2422,5634,3545,2089,5241,3301,1940,-,-,-,147,111,36,5529,3658,1871,5592,2873,2719,1892,1000,892,1831,927,904,1770,875,895,-,-,-,99,71,28,1677,854,823,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12124,8356,3768,4802,3272,1530,3803,2618,1185,3471,2426,1045,-,-,-,48,40,8,3852,2804,1048
97學年,屏東縣,10017,6146,3871,3911,2399,1512,3099,1869,1230,2889,1792,1097,-,-,-,118,86,32,2642,1558,1084,5186,3573,1613,1797,1229,568,1682,1156,526,1595,1108,487,-,-,-,112,80,32,1476,970,506,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4831,2573,2258,2114,1170,944,1417,713,704,1294,684,610,-,-,-,6,6,-,1166,588,578
97學年,臺東縣,2374,1606,768,824,560,264,712,468,244,652,432,220,-,-,-,186,146,40,509,321,188,1593,1106,487,525,361,164,453,311,142,460,315,145,-,-,-,155,119,36,349,228,121,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,781,500,281,299,199,100,259,157,102,192,117,75,-,-,-,31,27,4,160,93,67
97學年,花蓮縣,5382,3096,2286,1971,1140,831,1705,965,740,1580,891,689,-,-,-,126,100,26,1411,764,647,3961,2200,1761,1373,754,619,1291,699,592,1205,665,540,-,-,-,92,82,10,1053,563,490,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1421,896,525,598,386,212,414,266,148,375,226,149,-,-,-,34,18,16,358,201,157
97學年,澎湖縣,1715,988,727,603,354,249,549,302,247,523,302,221,-,-,-,40,30,10,444,246,198,1715,988,727,603,354,249,549,302,247,523,302,221,-,-,-,40,30,10,444,246,198,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
97學年,基隆市,8298,4342,3956,3059,1565,1494,2626,1393,1233,2485,1279,1206,-,-,-,128,105,23,2345,1131,1214,2620,1097,1523,1019,418,601,822,356,466,768,318,450,-,-,-,11,5,6,656,277,379,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5678,3245,2433,2040,1147,893,1804,1037,767,1717,961,756,-,-,-,117,100,17,1689,854,835
97學年,新竹市,4511,1992,2519,1684,763,921,1446,636,810,1367,581,786,-,-,-,14,12,2,1352,562,790,1746,938,808,602,319,283,574,306,268,557,302,255,-,-,-,13,11,2,558,286,272,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2765,1054,1711,1082,444,638,872,330,542,810,279,531,-,-,-,1,1,-,794,276,518
97學年,臺中市,18118,9647,8471,6903,3264,3639,5613,3274,2339,5554,3074,2480,-,-,-,48,35,13,5588,3139,2449,6698,3847,2851,2255,1275,980,2237,1341,896,2205,1230,975,-,-,-,1,1,-,2147,1230,917,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11420,5800,5620,4648,1989,2659,3376,1933,1443,3349,1844,1505,-,-,-,47,34,13,3441,1909,1532
97學年,嘉義市,8933,3764,5169,3349,1406,1943,2851,1193,1658,2709,1148,1561,-,-,-,24,17,7,2911,1209,1702,4739,1745,2994,1579,561,1018,1576,561,1015,1560,606,954,-,-,-,24,17,7,1649,587,1062,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4194,2019,2175,1770,845,925,1275,632,643,1149,542,607,-,-,-,-,-,-,1262,622,640
97學年,臺南市,13736,6677,7059,5060,2499,2561,4260,2089,2171,4415,2088,2327,-,-,-,1,1,-,4436,2129,2307,3341,828,2513,1146,267,879,1105,283,822,1089,277,812,-,-,-,1,1,-,1123,254,869,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10395,5849,4546,3914,2232,1682,3155,1806,1349,3326,1811,1515,-,-,-,-,-,-,3313,1875,1438
97學年,金門縣,1045,609,436,400,247,153,352,206,146,283,148,135,-,-,-,10,8,2,297,160,137,1045,609,436,400,247,153,352,206,146,283,148,135,-,-,-,10,8,2,297,160,137,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
97學年,連江縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
""
